attendance_pct,study_hours_per_day,sleep_hours,assignment_score,previous_score,extracurricular_hours,internet_access,at_risk
64.2,3.1,6.7,58.3,77.2,0.9,Yes,0
76.9,4.0,7.5,76.5,80.6,1.1,Yes,0
89.3,3.2,5.8,55.4,41.5,1.6,No,0
88.4,4.6,5.2,82.4,88.2,1.7,Yes,0
80.5,2.7,6.6,87.9,82.3,0.8,Yes,0
88.6,2.3,7.8,76.1,88.1,0.0,Yes,0
83.9,6.6,8.9,44.2,79.3,1.1,Yes,0
92.4,3.4,7.9,57.5,80.5,2.2,Yes,0
81.5,1.8,5.4,80.5,78.3,2.0,Yes,0
73.7,1.8,6.7,72.3,83.9,3.2,No,0
82.0,1.5,7.3,31.6,40.9,4.1,Yes,0
42.8,4.1,7.2,90.6,46.0,2.7,Yes,1
82.6,2.3,7.6,74.0,58.2,3.5,Yes,0
35.0,3.0,6.0,59.7,67.9,2.7,Yes,1
57.3,2.7,7.1,86.9,76.2,3.9,Yes,0
83.4,3.8,7.5,61.8,75.2,4.0,Yes,0
83.7,1.6,7.9,61.7,87.9,2.9,Yes,0
64.1,1.3,6.1,77.4,88.4,2.6,Yes,0
69.5,3.1,6.6,98.7,56.0,1.6,Yes,0
94.4,3.6,4.0,96.4,73.8,1.8,Yes,0
72.2,3.3,6.3,77.4,56.4,1.4,Yes,0
100.0,1.7,6.4,78.9,67.0,2.5,Yes,0
78.0,3.7,5.9,83.9,75.1,0.9,Yes,0
82.9,1.8,7.2,53.1,20.0,1.6,Yes,1
97.4,2.1,6.9,81.7,100.0,0.0,Yes,0
79.6,1.5,4.5,61.0,79.1,3.9,Yes,1
66.0,4.6,7.2,76.8,60.5,1.5,Yes,0
76.7,3.7,6.0,68.6,100.0,2.3,Yes,0
77.6,3.6,7.5,79.5,64.4,3.5,Yes,0
61.6,4.5,5.6,73.8,72.1,2.2,Yes,0
74.9,6.7,7.0,25.9,62.2,3.5,Yes,0
69.1,0.4,6.7,74.7,96.4,0.3,Yes,0
89.1,1.8,7.3,81.6,68.3,4.7,Yes,0
78.4,1.9,7.1,78.7,72.4,3.1,Yes,0
74.6,1.6,6.7,70.5,89.3,2.1,Yes,0
76.7,1.3,5.3,96.6,79.4,3.5,Yes,0
80.7,2.4,5.4,76.7,69.1,0.4,No,0
85.4,1.1,6.4,78.6,87.8,1.5,No,0
66.0,3.3,7.0,87.7,100.0,3.5,Yes,0
65.5,2.9,6.3,77.4,75.1,0.0,Yes,0
91.3,3.5,7.7,58.5,71.9,2.5,Yes,0
73.1,3.5,6.7,35.4,72.7,2.4,Yes,1
61.0,3.6,5.9,64.8,91.0,4.2,Yes,0
83.3,2.3,6.7,83.4,60.4,0.0,Yes,0
83.6,5.8,7.2,66.7,65.5,3.7,No,0
59.6,3.1,7.4,84.0,45.4,1.1,Yes,0
80.8,0.2,9.1,74.2,51.1,1.3,Yes,1
86.8,1.4,6.3,91.3,61.7,0.3,No,0
82.5,0.4,6.9,67.6,69.1,0.5,Yes,0
85.6,2.8,7.5,79.0,98.3,2.3,Yes,0
61.1,2.6,7.0,79.6,78.6,0.5,Yes,0
82.0,2.1,6.4,94.5,55.4,2.7,No,0
74.4,5.6,5.3,46.4,58.4,1.0,Yes,0
72.2,3.6,6.4,65.1,92.0,0.3,Yes,1
88.4,3.8,5.8,84.7,88.0,1.2,Yes,0
95.8,1.5,5.1,95.2,70.5,2.2,Yes,0
99.5,1.4,6.1,75.6,62.9,1.5,Yes,0
93.8,2.9,5.8,67.6,88.0,1.8,Yes,0
76.7,3.0,7.6,83.4,54.1,2.6,Yes,0
82.2,0.2,7.7,85.0,76.3,3.1,Yes,0
87.2,2.5,6.0,66.6,100.0,1.4,Yes,0
79.5,2.8,6.7,77.0,73.3,0.5,Yes,0
79.6,2.5,5.0,89.7,57.6,1.9,Yes,0
87.9,1.7,6.5,100.0,76.6,2.4,Yes,0
77.3,2.0,7.4,83.1,62.5,0.0,Yes,0
69.2,2.6,7.9,72.7,47.7,0.7,Yes,1
73.0,2.9,6.2,71.2,81.2,0.9,Yes,0
85.6,3.6,8.2,80.4,87.9,1.6,Yes,0
78.0,4.3,5.3,70.3,65.0,0.9,Yes,0
82.1,2.4,5.6,74.8,64.0,2.6,Yes,1
86.0,2.2,7.8,56.1,54.6,0.0,Yes,0
73.5,3.4,8.8,91.5,67.6,0.0,Yes,0
87.1,3.7,7.5,54.9,61.0,1.4,No,0
82.5,2.2,7.0,65.5,53.8,1.6,Yes,0
63.2,3.9,4.6,73.5,100.0,0.1,Yes,0
95.3,4.2,4.8,100.0,77.5,1.1,Yes,0
72.0,4.6,7.1,65.7,79.2,1.3,Yes,0
58.1,5.3,6.6,62.0,84.1,1.3,Yes,0
65.5,1.6,5.8,63.7,82.3,2.0,Yes,0
65.7,2.8,7.1,96.9,63.4,1.0,Yes,0
78.6,2.8,7.1,29.8,74.4,3.6,Yes,0
74.7,2.7,8.0,57.0,65.7,2.4,Yes,0
74.0,1.9,7.2,100.0,77.0,0.8,Yes,0
85.4,0.7,8.4,80.9,75.5,1.9,Yes,0
82.1,2.9,7.0,55.4,63.9,1.9,No,1
81.8,1.7,6.9,71.4,48.7,3.3,Yes,0
82.9,2.9,8.2,73.0,72.3,1.1,Yes,0
85.4,1.7,5.9,84.7,66.7,2.7,Yes,1
52.7,1.3,10.0,99.6,39.8,1.9,Yes,1
73.6,3.1,7.4,77.8,78.1,3.6,Yes,0
51.8,3.0,7.4,63.9,85.4,3.3,No,1
78.4,3.6,7.6,83.8,100.0,2.0,Yes,0
77.9,5.9,9.1,61.5,63.7,1.5,Yes,0
90.5,3.2,7.9,56.5,61.4,2.4,Yes,0
92.3,3.5,5.2,45.6,52.2,1.6,No,1
80.4,1.3,8.5,48.5,73.3,3.8,Yes,0
72.0,1.0,6.6,58.6,73.2,1.9,Yes,0
83.8,5.0,7.1,54.3,57.0,1.3,Yes,0
71.7,1.5,5.6,76.7,67.2,1.2,Yes,0
78.0,1.3,7.6,54.0,38.3,0.3,Yes,1
89.8,2.7,6.3,24.8,84.8,2.5,Yes,0
71.3,2.7,7.1,56.3,57.7,0.8,Yes,0
87.7,1.5,6.7,64.9,69.4,3.1,No,0
86.1,2.4,9.1,62.9,47.2,0.2,Yes,0
66.5,4.5,9.2,94.8,60.7,2.0,Yes,0
89.7,1.7,7.1,62.8,65.5,3.2,Yes,1
86.4,0.8,7.1,85.2,69.8,0.0,Yes,0
79.2,4.1,6.6,71.7,77.7,4.2,Yes,0
68.9,3.5,8.2,71.4,93.0,1.3,Yes,0
67.7,1.9,6.6,59.5,81.7,2.0,No,1
71.5,0.6,6.5,71.1,85.4,2.5,Yes,0
84.5,1.8,8.1,60.5,93.1,2.7,Yes,0
66.5,2.7,6.4,74.6,79.1,2.1,Yes,0
83.3,4.4,7.0,68.5,69.4,3.0,Yes,0
63.1,1.3,5.3,57.8,86.1,2.4,No,1
75.6,2.7,7.8,86.9,87.2,3.9,Yes,0
79.3,3.7,9.1,78.4,80.4,2.4,Yes,0
100.0,0.0,7.8,65.3,46.7,4.2,Yes,0
61.5,4.2,8.6,74.2,56.5,2.9,No,1
95.7,1.1,6.1,70.7,65.6,0.0,Yes,0
79.8,3.3,7.3,59.0,82.5,4.9,Yes,0
82.9,3.1,6.0,73.1,69.7,1.1,Yes,0
79.4,4.3,6.7,62.7,88.2,3.6,Yes,0
83.3,3.6,7.8,57.8,91.0,1.8,Yes,0
76.2,0.0,7.1,47.7,89.2,3.1,No,1
95.4,1.7,5.4,66.6,89.3,1.0,Yes,0
72.5,3.0,5.6,80.5,53.4,2.6,Yes,0
91.6,2.5,5.5,61.6,77.7,1.5,Yes,0
70.3,3.5,7.5,100.0,60.3,3.7,Yes,0
77.3,3.9,9.3,85.3,43.6,2.3,Yes,0
65.1,3.7,8.5,91.6,65.4,2.9,Yes,0
83.5,2.5,4.9,83.9,91.2,0.0,Yes,0
95.3,0.2,8.6,99.8,77.4,1.7,Yes,0
77.1,2.2,8.0,60.2,100.0,2.3,Yes,0
75.6,3.4,5.3,33.6,72.8,2.1,Yes,0
64.6,1.3,6.7,65.3,100.0,3.0,Yes,1
75.2,3.7,8.2,80.4,72.8,1.4,No,0
58.9,4.1,7.6,74.3,70.4,1.9,Yes,0
67.0,3.0,5.6,76.1,49.5,3.2,Yes,0
80.7,0.0,7.7,91.8,87.8,0.0,No,0
93.8,1.0,4.6,77.7,62.0,2.5,Yes,0
100.0,5.4,6.8,84.0,59.6,1.4,Yes,0
71.0,2.0,8.3,57.9,90.5,0.7,No,0
95.2,0.0,7.0,55.6,88.5,2.2,No,1
80.9,4.5,6.5,96.2,88.1,3.3,Yes,0
76.2,2.8,8.0,73.5,64.2,3.0,Yes,0
83.2,4.3,8.1,62.7,69.2,1.6,No,0
78.7,3.2,8.4,62.7,69.0,2.9,Yes,0
79.3,3.4,8.0,62.3,82.5,2.8,Yes,0
73.1,3.3,8.2,61.4,94.9,1.7,Yes,0
61.2,3.8,7.8,52.8,75.9,1.0,Yes,1
59.5,6.0,7.3,49.5,100.0,1.0,Yes,0
85.8,4.2,7.1,69.1,84.4,2.8,Yes,0
74.7,0.6,6.7,63.1,66.2,1.7,Yes,1
70.8,3.4,5.7,88.6,83.3,0.5,Yes,0
78.1,4.4,5.9,76.4,97.3,0.0,Yes,0
87.5,4.5,6.7,76.0,100.0,2.8,Yes,0
80.2,2.2,7.3,60.9,89.0,1.1,Yes,0
70.1,4.4,8.6,70.2,70.4,2.2,Yes,0
92.7,4.1,7.0,77.4,66.5,3.3,Yes,0
97.0,6.4,8.1,82.7,79.2,0.2,Yes,0
83.9,1.7,8.2,70.6,96.8,1.7,Yes,0
89.7,2.1,6.7,88.2,76.9,1.6,Yes,0
92.9,2.4,7.7,72.1,77.3,2.3,Yes,0
91.6,2.1,6.7,83.9,70.8,3.3,Yes,0
85.4,1.6,8.5,64.7,64.8,0.2,Yes,0
85.2,0.0,7.7,44.8,67.4,2.5,Yes,1
84.2,2.2,5.7,76.0,72.2,3.0,Yes,0
64.8,3.3,7.2,82.9,97.5,1.6,Yes,0
86.4,2.1,8.8,80.6,66.2,1.6,Yes,1
61.7,5.5,6.8,78.3,70.8,2.3,Yes,0
68.5,2.8,7.5,66.8,56.2,2.2,Yes,0
93.6,4.6,7.6,59.9,81.5,2.5,No,0
88.1,3.2,5.9,80.3,91.9,2.5,Yes,0
95.8,4.0,7.6,78.4,96.0,0.6,Yes,0
74.7,3.2,5.5,63.6,73.3,3.0,Yes,0
64.2,4.7,6.3,88.6,79.2,3.2,Yes,0
75.1,2.9,8.2,58.8,67.5,2.0,No,0
79.2,3.5,7.4,63.2,78.4,0.0,Yes,0
78.9,3.3,6.7,96.5,75.0,1.7,No,0
91.6,2.4,7.5,85.0,70.9,2.0,Yes,0
73.7,3.4,6.9,66.6,72.2,0.4,Yes,0
82.2,5.9,7.0,76.3,77.2,1.4,Yes,0
66.1,2.4,7.7,74.3,65.3,0.1,No,0
83.4,3.4,6.2,30.8,66.1,2.5,Yes,0
78.0,4.6,7.0,58.4,97.3,2.0,Yes,0
69.0,4.4,6.7,71.2,100.0,0.0,Yes,0
75.2,2.8,5.3,66.7,50.7,2.2,Yes,0
75.8,0.0,6.0,75.7,49.8,1.7,Yes,1
74.8,3.5,8.7,88.9,54.7,2.4,Yes,0
99.3,0.0,7.4,67.2,68.3,1.3,Yes,0
76.8,4.9,5.5,56.1,84.3,0.8,Yes,0
75.1,3.0,5.3,76.9,79.5,0.9,Yes,0
52.8,4.2,6.9,67.1,72.8,1.2,Yes,0
67.3,1.5,8.7,69.7,78.5,1.8,No,1
74.8,0.6,6.8,67.6,58.9,2.0,Yes,1
69.8,3.2,8.4,100.0,66.1,1.6,Yes,0
94.6,2.8,7.4,38.4,69.7,1.3,Yes,0
76.0,2.1,7.5,66.2,44.7,1.4,Yes,1
93.5,2.9,5.5,71.9,51.4,4.8,No,0
78.7,6.7,8.0,60.3,52.1,0.9,Yes,0
78.4,4.0,6.6,85.5,82.2,1.1,Yes,0
76.9,4.3,7.9,84.2,73.9,5.8,No,0
78.0,4.0,6.1,71.3,79.8,2.3,Yes,0
98.6,4.9,7.2,67.9,40.6,0.1,Yes,0
50.2,2.5,7.4,70.3,46.3,2.8,Yes,1
54.0,0.0,6.8,70.4,80.6,0.7,Yes,0
71.5,2.5,7.4,70.8,25.5,2.9,Yes,1
78.2,3.9,6.7,69.2,89.6,1.5,No,0
86.3,1.4,6.3,75.8,40.8,1.3,Yes,1
83.7,2.6,8.8,83.3,83.5,3.7,Yes,0
73.4,1.8,8.2,53.5,55.8,2.5,Yes,1
90.2,4.9,6.2,56.2,86.8,3.0,Yes,0
90.4,3.8,7.6,45.8,100.0,2.3,Yes,0
80.2,3.7,6.2,85.0,33.6,1.3,Yes,0
89.6,3.7,5.7,75.8,81.1,2.5,Yes,0
81.3,2.7,8.1,79.6,41.1,3.3,Yes,1
71.3,3.1,5.1,50.6,76.8,2.0,Yes,0
86.4,1.1,8.0,98.8,66.7,4.0,Yes,0
79.3,0.0,6.7,62.9,72.1,2.8,No,1
78.0,3.0,6.8,74.5,55.4,2.1,Yes,0
95.7,3.3,7.5,84.8,82.5,2.1,Yes,0
48.6,4.5,7.6,57.2,46.8,2.0,Yes,0
61.0,5.0,6.1,63.8,89.9,0.3,No,0
63.8,5.0,7.8,74.7,63.5,1.7,Yes,0
73.6,1.4,7.1,100.0,47.6,2.1,Yes,0
74.9,2.3,5.6,76.5,95.5,1.3,Yes,0
59.9,3.5,6.8,96.1,68.9,2.2,Yes,0
66.2,6.3,8.5,90.1,100.0,1.8,Yes,0
67.7,4.9,8.8,77.5,89.5,2.7,No,0
100.0,4.4,7.8,57.2,57.2,2.6,Yes,0
99.6,2.3,5.7,87.9,68.6,2.0,Yes,0
73.1,1.6,7.5,49.5,71.9,0.2,Yes,0
73.6,3.9,7.9,96.0,94.4,3.9,Yes,0
64.2,1.3,7.8,75.0,77.0,1.6,Yes,0
55.1,2.5,7.9,32.2,72.8,1.7,Yes,1
76.6,2.6,7.4,66.9,66.8,1.4,Yes,0
66.0,5.0,6.9,81.8,69.2,1.2,Yes,0
77.0,2.3,6.3,68.4,90.9,3.7,Yes,0
58.8,0.0,4.9,82.7,70.1,3.5,Yes,1
68.9,3.5,7.4,59.2,63.7,2.3,Yes,0
79.8,1.8,7.2,52.4,61.0,1.7,Yes,1
82.4,2.9,7.6,70.9,61.1,2.5,Yes,0
83.0,2.7,5.5,72.5,47.6,1.9,Yes,1
62.2,2.4,7.7,66.8,58.0,1.6,Yes,0
88.3,3.9,9.3,90.4,94.0,2.2,Yes,0
68.4,0.7,7.1,59.2,66.7,1.3,Yes,1
85.6,2.1,6.9,76.7,81.3,2.1,Yes,0
77.9,3.8,7.3,73.0,30.3,2.0,Yes,0
61.5,1.9,9.2,48.6,79.1,2.5,Yes,1
74.2,0.5,5.9,52.2,67.4,1.1,Yes,0
82.4,3.7,7.2,72.2,62.3,2.7,Yes,0
85.4,4.4,6.1,100.0,72.9,0.7,No,0
76.3,2.7,6.4,80.7,62.1,1.1,Yes,0
96.4,0.1,6.9,46.1,36.0,1.2,Yes,1
90.1,3.8,8.5,25.3,84.8,0.5,Yes,0
74.9,0.5,9.0,83.0,73.9,3.0,Yes,0
87.0,3.2,7.5,70.6,65.0,0.6,No,0
100.0,1.6,6.6,89.1,54.5,1.0,Yes,0
100.0,1.2,9.7,58.8,46.5,3.3,Yes,1
63.3,2.2,6.5,77.3,73.6,1.1,No,0
66.9,2.5,6.4,84.7,95.8,1.6,Yes,0
95.8,1.9,5.0,65.3,73.3,0.6,Yes,0
65.3,3.6,8.5,65.6,47.9,2.8,Yes,0
